tg_ecotypeid,name,CS_number,country,latitude,longitude,collector,seq_by
9918,SAUL_24,CS77237,FRA,47.43,5.21,0,Monsanto
9920,DIR_9,CS76796,FRA,48.54,4.32,0,Monsanto
9921,FOR_23,CS76867,FRA,48.57,4.41,0,Monsanto
9924,PLY_20,CS77181,FRA,48.59,4.24,0,Monsanto
9925,RUM_20,CS77226,FRA,48.91,4.52,0,Monsanto
9926,TRE_1,CS77385,FRA,48.86,4.1,0,Monsanto
9927,ARR_17,CS76673,FRA,44.05,3.69,0,Monsanto
9928,BEZ_9,CS76703,FRA,44.12,3.77,0,Monsanto
9929,ISS_20,CS76947,FRA,43.92,3.71,0,Monsanto
9930,LEC_25,CS77018,FRA,43.91,4.14,0,Monsanto
9932,NOZ_6,CS77134,FRA,44.12,4.33,0,Monsanto
9933,VED_10,CS78839,FRA,43.74,3.89,0,Monsanto
9935,BAU_15,CS76694,FRA,50.6,2.93,0,Monsanto
9937,CATS_6,CS76760,FRA,50.79,2.69,0,Monsanto
9938,WAV_8,CS78854,FRA,50.65,2.99,0,Monsanto
9939,Aitba_2,CS76347,MAR,31.48,7.45,,MPI
9941,Fei_0,CS76412,POR,40.92,8.54,,MPI
9942,Agu_1,CS76409,ESP,41.32,1.34,,MPI
9943,Cdm_0,CS76410,ESP,39.73,5.74,,MPI
9944,Don_0,CS76411,ESP,36.83,6.36,,MPI
9945,Leo_1,CS76413,ESP,41.8,3.11,,MPI
9946,Mer_6,CS76414,ESP,38.92,6.34,,MPI
9947,Ped_0,CS76415,ESP,40.74,3.9,,MPI
9948,Pra_6,CS76416,ESP,41.05,3.54,,MPI
9949,Qui_0,CS76417,ESP,42.69,6.93,,MPI
9950,Vie_0,CS76418,ESP,42.63,0.76,,MPI
9951,Kly_1,CS76385,RUS,51.3333,82.5667,Heike Schmuths,MPI
9952,Kly_4,CS76384,RUS,51.32,82.55,,MPI
9953,Koz_2,CS76383,RUS,51.33,82.19,,MPI
9955,Stepn_2,CS76377,RUS,54.09,60.46,,MPI
9956,Stepn_1,CS76378,RUS,54.06,60.48,,MPI
9957,Borsk_2,CS76421,RUS,53.04,51.75,,MPI
9958,Shigu_1,CS76375,RUS,53.33,49.48,,MPI
9959,Shigu_2,CS76374,RUS,53.33,49.48,,MPI
9960,Kidr_1,CS76376,RUS,51.31,57.56,,MPI
9962,Galdo_1,CS76423,ITA,40.57,15.32,,MPI
9963,Lago_1,CS76367,ITA,39.18,16.26,,MPI
9964,Mammo_1,CS76365,ITA,38.36,16.23,,MPI
9965,Mammo_2,CS76364,ITA,38.38,16.22,,MPI
9966,Monte_1,CS76361,ITA,40.28,15.65,,MPI
9968,Timpo_1,CS76424,ITA,39.27,16.27,,MPI
9969,Valsi_1,CS76425,ITA,40.18,16.45,,MPI
9970,Altenb_2,CS76353,ITA,46.3716,11.2376,Joerg Wunder,MPI
9971,Bozen_1.1,CS76357,ITA,46.513,11.331,Joerg Wunder,MPI
9972,Bozen_1.2,CS76358,ITA,46.513,11.331,Joerg Wunder,MPI
9973,Mitterberg_1_181,CS76354,ITA,46.366,11.2832,Joerg Wunder,MPI
9974,Castelfed_4_212,CS76355,ITA,46.3378,11.2928,Joerg Wunder,MPI
9975,Castelfed_4_213,CS76356,ITA,46.3378,11.2928,Joerg Wunder,MPI
9976,Rovero_1,CS76351,ITA,46.2543,11.167,Joerg Wunder,MPI
9978,Vezzano_2.2,CS76350,ITA,46.6297,10.817,Joerg Wunder,MPI
9979,Voeran_1,CS76352,ITA,46.36,11.23,,MPI
9980,Angel_1,CS76362,ITA,38.62,16.17,,MPI
9981,Angit_1,CS76366,ITA,38.76,16.24,,MPI
9982,Apost_1,CS76368,ITA,39.01,16.47,,MPI
9983,Ciste_1,CS76359,ITA,41.62,12.87,,MPI
9984,Ciste_2,CS76360,ITA,41.62,12.87,,MPI
9985,Slavi_1,CS76419,BUL,41.43,23.65,,MPI
9986,Jablo_1,CS76372,BUL,41.59,25.2,,MPI
9987,Lecho_1,CS76371,BUL,41.43,23.5,,MPI
9988,Bak_2,CS76392,GEO,41.7942,43.4767,James Beck,MPI
9990,Lag2_2,CS76390,GEO,41.8296,46.2831,James Beck,MPI
9991,Vash_1,CS76391,GEO,41.2381,46.3728,James Beck,MPI
9993,Nemrut_1,CS76398,TUR,38.6425,42.2394,James Beck,MPI
9995,HKT2.4,CS76404,GER,48.14,9.4,,MPI
9996,Nie1_2,CS76402,GER,48.52,8.8,,MPI
9997,Rue3_1_31,CS76406,GER,48.56,9.16,,MPI
9998,Star_8,CS76400,GER,48.43,8.82,,MPI
9999,TueSB30_3,CS76403,GER,48.53,9.06,,MPI
10001,TueV_13,CS76407,GER,48.52,9.05,Kirsten Bomblies,MPI
10002,TueWa1_2,CS76405,GER,48.53,9.04,Kirsten Bomblies,MPI
10004,Bolin_1,CS76373,ROU,44.46,25.74,,MPI
10005,Copac_1,CS76420,ROU,46.11,21.95,,MPI
10006,Kastel_1,CS76395,UKR,44.6419,34.3814,James Beck,MPI
10008,Sij_1,CS76379,UZB,41.45,70.05,Heike Schmuths,MPI
10009,Sij_2,CS76380,UZB,41.45,70.05,,MPI
10010,Sij_4,CS76381,UZB,41.45,70.05,,MPI
10011,Yeg_1,CS76394,ARM,39.8692,45.3622,James Beck,MPI
10012,Istisu_1,CS76389,AZE,38.9786,48.5594,James Beck,MPI
10013,Lerik1_3,CS76388,AZE,38.7406,48.6131,James Beck,MPI
10014,Xan_1,CS76387,AZE,38.6536,48.7992,James Beck,MPI
10015,Ara_1,CS76382,AFG,37.29,71.3,,MPI
10017,Petro_1,CS76370,SRB,44.34,21.46,,MPI
10018,Dobra_1,CS76369,SRB,44.84,20.16,,MPI
10020,Jl_2,CS76956,CZE,49.17,16.5,,MPI
10022,Uk_3,CS78777,GER,48.0333,7.7667,Albert Kranz,MPI
10023,Strand_1,CS77284,NOR,68.8,15.45,,MPI
10027,Uk_6,CS78938,GER,48.02838,7.765567,Eunyoung Chae,MPI
14312,Kos_1,CS78923,RUS,62.02,34.12,Magnus Nordborg,GMI
14313,Kos_2,CS78924,RUS,62.02,34.12,Magnus Nordborg,GMI
14314,Radk_1,CS78927,RUS,61.59,35.11,Magnus Nordborg,GMI
14315,Radk_2,CS78928,RUS,61.59,35.11,Magnus Nordborg,GMI
14318,Shu_1,CS78930,RUS,61.94,34.24,Magnus Nordborg,GMI
14319,Shu_2,CS78931,RUS,61.94,34.24,Magnus Nordborg,GMI
15560,Valm,CS78932,RUS,61.37,61.37,Magnus Nordborg,GMI
15591,OOE1_1,CS78939,AUT,48.3315333,14.72665,Wolfram Weckwert,GMI
15592,OOE3_1,CS78940,AUT,48.3314667,14.7158667,Wolfram Weckwert ,GMI
15593,OOE3_2,CS78941,AUT,48.3314667,14.7158667,Wolfram Weckwert ,GMI
18694,Pien,CS78926,RUS,60.4,32.09,Magnus Nordborg,GMI
18696,Samm,CS78929,RUS,61.57,30.63,Magnus Nordborg,GMI
19949,OOE2_1,CS79036,AUT,48.3268333,14.7181667,Wolfram Weckwert,GMI
19950,OOE2_2,CS79037,AUT,48.3268333,14.7181667,Wolfram Weckwert,GMI
19951,OOE23,CS79038,AUT,48.3268333,14.7181667,Wolfram Weckwert,GMI
